,Pitch_Class_Histogram_0,Pitch_Class_Histogram_1,Pitch_Class_Histogram_2,Pitch_Class_Histogram_3,Pitch_Class_Histogram_4,Pitch_Class_Histogram_5,Pitch_Class_Histogram_6,Pitch_Class_Histogram_7,Pitch_Class_Histogram_8,Pitch_Class_Histogram_9,Pitch_Class_Histogram_10,Pitch_Class_Histogram_11,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval,Distance_Between_Most_Prevalent_Melodic_Intervals,Melodic_Pitch_Variety,Non-Standard_Chords
"M:\Gymnopodie3.mid",0.2105, 0.08271, 0.0, 0.1617, 0.0, 0.2105, 0.0, 0.08647, 0.1278, 0.0, 0.1203, 0.0, 25.0, 7.0, 50.0, 1.0, 62.0, 5.474, 64.0, 4.0, 5.0, 11.84, 2.0, 5.0, 5.029, 0.1911
